ma_shop_n, metroarian, ma_ptrans, ucl_code, ma_edu, ucl_name, metroariac, ma_shop, ma_edu_n, ma_hlth_n, ma_hlth, ma_ptransn, ma_fpost_n, ma_fpost, sa1no
"High Accessibility","High Accessibility",2,201001,2,"Melbourne",2,2,"High Accessibility","High Accessibility",2,"High Accessibility","High Accessibility",2,"21205132243"
"Very High Accessibility","High Accessibility",2,201001,2,"Melbourne",2,1,"High Accessibility","High Accessibility",2,"High Accessibility","Very High Accessibility",1,"21205132244"
"Very High Accessibility","High Accessibility",3,201001,2,"Melbourne",2,1,"High Accessibility","High Accessibility",2,"Moderate Accessibility","High Accessibility",2,"21205132245"
"Very High Accessibility","High Accessibility",3,201001,2,"Melbourne",2,1,"High Accessibility","High Accessibility",2,"Moderate Accessibility","Very High Accessibility",1,"21205132246"
"High Accessibility","Moderate Accessibility",5,201001,2,"Melbourne",3,2,"High Accessibility","High Accessibility",2,"Limited Accessibility","High Accessibility",2,"21205132247"
"High Accessibility","High Accessibility",3,201001,2,"Melbourne",2,2,"High Accessibility","High Accessibility",2,"Moderate Accessibility","High Accessibility",2,"21205132248"
"Very High Accessibility","Very High Accessibility",2,201001,2,"Melbourne",1,1,"High Accessibility","Very High Accessibility",1,"High Accessibility","High Accessibility",2,"21205132249"
"High Accessibility","High Accessibility",4,201001,1,"Melbourne",2,2,"Very High Accessibility","High Accessibility",2,"Low Accessibility","Very High Accessibility",1,"21205132250"
"High Accessibility","High Accessibility",2,201001,2,"Melbourne",2,2,"High Accessibility","Very High Accessibility",1,"High Accessibility","High Accessibility",2,"21205132251"
"High Accessibility","Moderate Accessibility",5,201001,2,"Melbourne",3,2,"High Accessibility","High Accessibility",2,"Limited Accessibility","High Accessibility",2,"21205132252"
"High Accessibility","High Accessibility",3,201001,1,"Melbourne",2,2,"Very High Accessibility","High Accessibility",2,"Moderate Accessibility","High Accessibility",2,"21205132301"
"High Accessibility","Moderate Accessibility",4,201001,1,"Melbourne",3,2,"Very High Accessibility","High Accessibility",2,"Low Accessibility","High Accessibility",2,"21205132302"
"High Accessibility","High Accessibility",2,201001,1,"Melbourne",2,2,"Very High Accessibility","High Accessibility",2,"High Accessibility","Very High Accessibility",1,"21205132303"
"High Accessibility","Very High Accessibility",2,201001,1,"Melbourne",1,2,"Very High Accessibility","High Accessibility",2,"High Accessibility","Very High Accessibility",1,"21205132304"
"High Accessibility","Very High Accessibility",2,201001,1,"Melbourne",1,2,"Very High Accessibility","Very High Accessibility",1,"High Accessibility","Very High Accessibility",1,"21205132305"
"High Accessibility","High Accessibility",2,201001,1,"Melbourne",2,2,"Very High Accessibility","High Accessibility",2,"High Accessibility","High Accessibility",2,"21205132306"
"High Accessibility","High Accessibility",2,201001,1,"Melbourne",2,2,"Very High Accessibility","High Accessibility",2,"High Accessibility","High Accessibility",2,"21205132307"
"High Accessibility","Very High Accessibility",2,201001,1,"Melbourne",1,2,"Very High Accessibility","High Accessibility",2,"High Accessibility","High Accessibility",2,"21205132308"
"High Accessibility","High Accessibility",3,201001,1,"Melbourne",2,2,"Very High Accessibility","High Accessibility",2,"Moderate Accessibility","High Accessibility",2,"21205132309"
"High Accessibility","High Accessibility",2,201001,1,"Melbourne",2,2,"Very High Accessibility","High Accessibility",2,"High Accessibility","High Accessibility",2,"21205132310"
"High Accessibility","High Accessibility",2,201001,1,"Melbourne",2,2,"Very High Accessibility","High Accessibility",2,"High Accessibility","High Accessibility",2,"21205132311"
"High Accessibility","High Accessibility",3,201001,2,"Melbourne",2,2,"High Accessibility","High Accessibility",2,"Moderate Accessibility","High Accessibility",2,"21205132312"
"Very High Accessibility","Very High Accessibility",2,201001,1,"Melbourne",1,1,"Very High Accessibility","Very High Accessibility",1,"High Accessibility","Very High Accessibility",1,"21205132313"
"Very High Accessibility","Very High Accessibility",2,201001,1,"Melbourne",1,1,"Very High Accessibility","Very High Accessibility",1,"High Accessibility","Very High Accessibility",1,"21205132314"
"High Accessibility","High Accessibility",3,201001,1,"Melbourne",2,2,"Very High Accessibility","High Accessibility",2,"Moderate Accessibility","High Accessibility",2,"21205132315"
"High Accessibility","High Accessibility",2,201001,1,"Melbourne",2,2,"Very High Accessibility","High Accessibility",2,"High Accessibility","High Accessibility",2,"21205132316"
"High Accessibility","High Accessibility",4,201001,2,"Melbourne",2,2,"High Accessibility","High Accessibility",2,"Low Accessibility","High Accessibility",2,"21205132317"
"High Accessibility","High Accessibility",3,201001,1,"Melbourne",2,2,"Very High Accessibility","High Accessibility",2,"Moderate Accessibility","High Accessibility",2,"21205132318"
"High Accessibility","High Accessibility",2,201001,1,"Melbourne",2,2,"Very High Accessibility","High Accessibility",2,"High Accessibility","High Accessibility",2,"21205132319"
"High Accessibility","High Accessibility",2,201001,2,"Melbourne",2,2,"High Accessibility","High Accessibility",2,"High Accessibility","Very High Accessibility",1,"21205132320"
"High Accessibility","High Accessibility",2,201001,1,"Melbourne",2,2,"Very High Accessibility","High Accessibility",2,"High Accessibility","High Accessibility",2,"21205132321"
"High Accessibility","High Accessibility",2,201001,1,"Melbourne",2,2,"Very High Accessibility","High Accessibility",2,"High Accessibility","High Accessibility",2,"21205132322"
"High Accessibility","High Accessibility",3,201001,2,"Melbourne",2,2,"High Accessibility","High Accessibility",2,"Moderate Accessibility","Very High Accessibility",1,"21205132323"
"High Accessibility","High Accessibility",2,201001,1,"Melbourne",2,2,"Very High Accessibility","High Accessibility",2,"High Accessibility","Moderate Accessibility",3,"21205132324"
"Moderate Accessibility","High Accessibility",3,201001,1,"Melbourne",2,3,"Very High Accessibility","High Accessibility",2,"Moderate Accessibility","Moderate Accessibility",3,"21205132325"
"High Accessibility","High Accessibility",2,201001,1,"Melbourne",2,2,"Very High Accessibility","High Accessibility",2,"High Accessibility","High Accessibility",2,"21205132326"
"High Accessibility","Moderate Accessibility",4,201001,1,"Melbourne",3,2,"Very High Accessibility","Moderate Accessibility",3,"Low Accessibility","Moderate Accessibility",3,"21205132327"
"High Accessibility","Moderate Accessibility",4,201001,2,"Melbourne",3,2,"High Accessibility","High Accessibility",2,"Low Accessibility","High Accessibility",2,"21205132328"
"Moderate Accessibility","High Accessibility",3,201001,1,"Melbourne",2,3,"Very High Accessibility","High Accessibility",2,"Moderate Accessibility","High Accessibility",2,"21205132329"
"Moderate Accessibility","Moderate Accessibility",4,201001,1,"Melbourne",3,3,"Very High Accessibility","High Accessibility",2,"Low Accessibility","High Accessibility",2,"21205132330"
"Moderate Accessibility","High Accessibility",2,201001,1,"Melbourne",2,3,"Very High Accessibility","High Accessibility",2,"High Accessibility","High Accessibility",2,"21205132331"
"Moderate Accessibility","High Accessibility",2,201001,1,"Melbourne",2,3,"Very High Accessibility","High Accessibility",2,"High Accessibility","High Accessibility",2,"21205132332"
"High Accessibility","Moderate Accessibility",4,201001,2,"Melbourne",3,2,"High Accessibility","Moderate Accessibility",3,"Low Accessibility","High Accessibility",2,"21205132333"
"High Accessibility","Moderate Accessibility",4,201001,1,"Melbourne",3,2,"Very High Accessibility","Moderate Accessibility",3,"Low Accessibility","High Accessibility",2,"21205132334"
"High Accessibility","High Accessibility",2,201001,1,"Melbourne",2,2,"Very High Accessibility","High Accessibility",2,"High Accessibility","High Accessibility",2,"21205132335"
"High Accessibility","High Accessibility",3,201001,2,"Melbourne",2,2,"High Accessibility","High Accessibility",2,"Moderate Accessibility","Very High Accessibility",1,"21205132336"
"Moderate Accessibility","High Accessibility",2,201001,1,"Melbourne",2,3,"Very High Accessibility","High Accessibility",2,"High Accessibility","High Accessibility",2,"21205132337"
"High Accessibility","High Accessibility",4,201001,1,"Melbourne",2,2,"Very High Accessibility","Very High Accessibility",1,"Low Accessibility","Moderate Accessibility",3,"21205132401"
"High Accessibility","High Accessibility",2,201001,1,"Melbourne",2,2,"Very High Accessibility","Very High Accessibility",1,"High Accessibility","High Accessibility",2,"21205132402"
"High Accessibility","Very High Accessibility",2,201001,1,"Melbourne",1,2,"Very High Accessibility","Very High Accessibility",1,"High Accessibility","Very High Accessibility",1,"21205132403"
"High Accessibility","High Accessibility",4,201001,2,"Melbourne",2,2,"High Accessibility","High Accessibility",2,"Low Accessibility","High Accessibility",2,"21205132404"
"High Accessibility","High Accessibility",3,201001,2,"Melbourne",2,2,"High Accessibility","High Accessibility",2,"Moderate Accessibility","High Accessibility",2,"21205132405"
"High Accessibility","High Accessibility",2,201001,2,"Melbourne",2,2,"High Accessibility","High Accessibility",2,"High Accessibility","High Accessibility",2,"21205132406"
"High Accessibility","Very High Accessibility",2,201001,1,"Melbourne",1,2,"Very High Accessibility","High Accessibility",2,"High Accessibility","Very High Accessibility",1,"21205132407"
"High Accessibility","High Accessibility",2,201001,2,"Melbourne",2,2,"High Accessibility","High Accessibility",2,"High Accessibility","High Accessibility",2,"21205132408"
"High Accessibility","High Accessibility",2,201001,2,"Melbourne",2,2,"High Accessibility","High Accessibility",2,"High Accessibility","High Accessibility",2,"21205132409"
"High Accessibility","High Accessibility",3,201001,2,"Melbourne",2,2,"High Accessibility","High Accessibility",2,"Moderate Accessibility","High Accessibility",2,"21205132410"
"High Accessibility","High Accessibility",3,201001,2,"Melbourne",2,2,"High Accessibility","High Accessibility",2,"Moderate Accessibility","High Accessibility",2,"21205132411"
"High Accessibility","Moderate Accessibility",5,201001,2,"Melbourne",3,2,"High Accessibility","High Accessibility",2,"Limited Accessibility","Moderate Accessibility",3,"21205132412"
"Very High Accessibility","High Accessibility",3,201001,1,"Melbourne",2,1,"Very High Accessibility","Very High Accessibility",1,"Moderate Accessibility","High Accessibility",2,"21205132413"
"High Accessibility","Very High Accessibility",1,201001,1,"Melbourne",1,2,"Very High Accessibility","Very High Accessibility",1,"Very High Accessibility","Very High Accessibility",1,"21205132414"
"High Accessibility","High Accessibility",2,201001,1,"Melbourne",2,2,"Very High Accessibility","Very High Accessibility",1,"High Accessibility","High Accessibility",2,"21205132415"
"Very High Accessibility","Very High Accessibility",2,201001,1,"Melbourne",1,1,"Very High Accessibility","Very High Accessibility",1,"High Accessibility","High Accessibility",2,"21205132416"
"High Accessibility","High Accessibility",3,201001,1,"Melbourne",2,2,"Very High Accessibility","Very High Accessibility",1,"Moderate Accessibility","High Accessibility",2,"21205132417"
"High Accessibility","High Accessibility",4,201001,1,"Melbourne",2,2,"Very High Accessibility","High Accessibility",2,"Low Accessibility","High Accessibility",2,"21205132418"
"High Accessibility","High Accessibility",3,201001,1,"Melbourne",2,2,"Very High Accessibility","High Accessibility",2,"Moderate Accessibility","High Accessibility",2,"21205132419"
"Very High Accessibility","Very High Accessibility",2,201001,1,"Melbourne",1,1,"Very High Accessibility","Very High Accessibility",1,"High Accessibility","Very High Accessibility",1,"21205132420"
"Very High Accessibility","High Accessibility",4,201001,1,"Melbourne",2,1,"Very High Accessibility","Very High Accessibility",1,"Low Accessibility","Very High Accessibility",1,"21205132421"
"High Accessibility","Very High Accessibility",1,201001,1,"Melbourne",1,2,"Very High Accessibility","Very High Accessibility",1,"Very High Accessibility","High Accessibility",2,"21205132422"
"High Accessibility","High Accessibility",4,201001,1,"Melbourne",2,2,"Very High Accessibility","High Accessibility",2,"Low Accessibility","High Accessibility",2,"21205132423"
"High Accessibility","High Accessibility",4,201001,2,"Melbourne",2,2,"High Accessibility","High Accessibility",2,"Low Accessibility","Moderate Accessibility",3,"21205132424"
"Very High Accessibility","Very High Accessibility",2,201001,2,"Melbourne",1,1,"High Accessibility","High Accessibility",2,"High Accessibility","High Accessibility",2,"21205132425"
"Very High Accessibility","High Accessibility",3,201001,2,"Melbourne",2,1,"High Accessibility","High Accessibility",2,"Moderate Accessibility","High Accessibility",2,"21205132426"
"Very High Accessibility","High Accessibility",2,201001,2,"Melbourne",2,1,"High Accessibility","High Accessibility",2,"High Accessibility","Moderate Accessibility",3,"21205132427"
"High Accessibility","High Accessibility",2,201001,2,"Melbourne",2,2,"High Accessibility","High Accessibility",2,"High Accessibility","Moderate Accessibility",3,"21205132428"
"High Accessibility","High Accessibility",3,201001,3,"Melbourne",2,2,"Moderate Accessibility","High Accessibility",2,"Moderate Accessibility","Moderate Accessibility",3,"21205132429"
"High Accessibility","High Accessibility",4,201001,1,"Melbourne",2,2,"Very High Accessibility","Very High Accessibility",1,"Low Accessibility","High Accessibility",2,"21205132430"
"High Accessibility","High Accessibility",2,201001,2,"Melbourne",2,2,"High Accessibility","Very High Accessibility",1,"High Accessibility","High Accessibility",2,"21205132431"
"High Accessibility","High Accessibility",2,201001,2,"Melbourne",2,2,"High Accessibility","High Accessibility",2,"High Accessibility","High Accessibility",2,"21205132432"
"High Accessibility","High Accessibility",2,201001,2,"Melbourne",2,2,"High Accessibility","High Accessibility",2,"High Accessibility","High Accessibility",2,"21205132433"
"High Accessibility","Moderate Accessibility",4,201001,2,"Melbourne",3,2,"High Accessibility","High Accessibility",2,"Low Accessibility","High Accessibility",2,"21205132434"
"High Accessibility","High Accessibility",2,201001,2,"Melbourne",2,2,"High Accessibility","High Accessibility",2,"High Accessibility","High Accessibility",2,"21205132435"
"High Accessibility","Very High Accessibility",2,201001,2,"Melbourne",1,2,"High Accessibility","Very High Accessibility",1,"High Accessibility","High Accessibility",2,"21205132436"
"Very High Accessibility","Very High Accessibility",3,201001,1,"Melbourne",1,1,"Very High Accessibility","Very High Accessibility",1,"Moderate Accessibility","Very High Accessibility",1,"21205132437"
"High Accessibility","High Accessibility",2,201001,3,"Melbourne",2,2,"Moderate Accessibility","High Accessibility",2,"High Accessibility","Moderate Accessibility",3,"21205132438"
"Very High Accessibility","Very High Accessibility",2,201001,1,"Melbourne",1,1,"Very High Accessibility","Very High Accessibility",1,"High Accessibility","Very High Accessibility",1,"21205132439"
"High Accessibility","Very High Accessibility",2,201001,1,"Melbourne",1,2,"Very High Accessibility","Very High Accessibility",1,"High Accessibility","Very High Accessibility",1,"21205132440"
"High Accessibility","High Accessibility",4,201001,2,"Melbourne",2,2,"High Accessibility","High Accessibility",2,"Low Accessibility","Moderate Accessibility",3,"21205132441"
"High Accessibility","High Accessibility",2,201001,2,"Melbourne",2,2,"High Accessibility","High Accessibility",2,"High Accessibility","High Accessibility",2,"21205132501"
"High Accessibility","High Accessibility",2,201001,2,"Melbourne",2,2,"High Accessibility","High Accessibility",2,"High Accessibility","Moderate Accessibility",3,"21205132502"
"High Accessibility","High Accessibility",2,201001,1,"Melbourne",2,2,"Very High Accessibility","High Accessibility",2,"High Accessibility","High Accessibility",2,"21205132503"
"Very High Accessibility","Very High Accessibility",1,201001,1,"Melbourne",1,1,"Very High Accessibility","High Accessibility",2,"Very High Accessibility","High Accessibility",2,"21205132504"
"High Accessibility","High Accessibility",3,201001,2,"Melbourne",2,2,"High Accessibility","High Accessibility",2,"Moderate Accessibility","High Accessibility",2,"21205132505"
"High Accessibility","High Accessibility",2,201001,2,"Melbourne",2,2,"High Accessibility","High Accessibility",2,"High Accessibility","High Accessibility",2,"21205132506"
"High Accessibility","High Accessibility",2,201001,2,"Melbourne",2,2,"High Accessibility","High Accessibility",2,"High Accessibility","High Accessibility",2,"21205132507"
"High Accessibility","High Accessibility",3,201001,2,"Melbourne",2,2,"High Accessibility","High Accessibility",2,"Moderate Accessibility","High Accessibility",2,"21205132508"
"High Accessibility","Moderate Accessibility",2,201001,3,"Melbourne",3,2,"Moderate Accessibility","Moderate Accessibility",3,"High Accessibility","Moderate Accessibility",3,"21205132509"
"High Accessibility","High Accessibility",2,201001,2,"Melbourne",2,2,"High Accessibility","High Accessibility",2,"High Accessibility","High Accessibility",2,"21205132510"
"High Accessibility","High Accessibility",2,201001,2,"Melbourne",2,2,"High Accessibility","High Accessibility",2,"High Accessibility","High Accessibility",2,"21205132511"
"High Accessibility","High Accessibility",2,201001,2,"Melbourne",2,2,"High Accessibility","High Accessibility",2,"High Accessibility","High Accessibility",2,"21205132512"
"Very High Accessibility","Very High Accessibility",1,201001,2,"Melbourne",1,1,"High Accessibility","High Accessibility",2,"Very High Accessibility","High Accessibility",2,"21205132513"
"Moderate Accessibility","Moderate Accessibility",4,201001,3,"Melbourne",3,3,"Moderate Accessibility","Moderate Accessibility",3,"Low Accessibility","Moderate Accessibility",3,"21205132514"
"High Accessibility","High Accessibility",3,201001,2,"Melbourne",2,2,"High Accessibility","High Accessibility",2,"Moderate Accessibility","Very High Accessibility",1,"21205132515"
"Moderate Accessibility","Moderate Accessibility",4,201001,3,"Melbourne",3,3,"Moderate Accessibility","High Accessibility",2,"Low Accessibility","Moderate Accessibility",3,"21205132516"
"Very High Accessibility","Moderate Accessibility",3,201001,3,"Melbourne",3,1,"Moderate Accessibility","Moderate Accessibility",3,"Moderate Accessibility","Moderate Accessibility",3,"21205132517"
"High Accessibility","Very High Accessibility",1,201001,2,"Melbourne",1,2,"High Accessibility","Very High Accessibility",1,"Very High Accessibility","High Accessibility",2,"21205132518"
"High Accessibility","High Accessibility",3,201001,3,"Melbourne",2,2,"Moderate Accessibility","High Accessibility",2,"Moderate Accessibility","High Accessibility",2,"21205132519"
"High Accessibility","High Accessibility",2,201001,2,"Melbourne",2,2,"High Accessibility","High Accessibility",2,"High Accessibility","Moderate Accessibility",3,"21205132520"
"High Accessibility","High Accessibility",4,201001,2,"Melbourne",2,2,"High Accessibility","High Accessibility",2,"Low Accessibility","High Accessibility",2,"21205132521"
"High Accessibility","High Accessibility",2,201001,2,"Melbourne",2,2,"High Accessibility","Very High Accessibility",1,"High Accessibility","Moderate Accessibility",3,"21205132522"
"High Accessibility","High Accessibility",2,201001,2,"Melbourne",2,2,"High Accessibility","High Accessibility",2,"High Accessibility","Moderate Accessibility",3,"21205132523"
"High Accessibility","High Accessibility",3,201001,3,"Melbourne",2,2,"Moderate Accessibility","Moderate Accessibility",3,"Moderate Accessibility","High Accessibility",2,"21205132524"
"High Accessibility","High Accessibility",2,201001,2,"Melbourne",2,2,"High Accessibility","High Accessibility",2,"High Accessibility","Moderate Accessibility",3,"21205132525"
"High Accessibility","Moderate Accessibility",3,201001,3,"Melbourne",3,2,"Moderate Accessibility","Moderate Accessibility",3,"Moderate Accessibility","Moderate Accessibility",3,"21205132526"
"High Accessibility","High Accessibility",2,201001,2,"Melbourne",2,2,"High Accessibility","High Accessibility",2,"High Accessibility","Moderate Accessibility",3,"21205132527"
"High Accessibility","High Accessibility",3,201001,2,"Melbourne",2,2,"High Accessibility","High Accessibility",2,"Moderate Accessibility","High Accessibility",2,"21205132528"
"High Accessibility","High Accessibility",2,201001,2,"Melbourne",2,2,"High Accessibility","High Accessibility",2,"High Accessibility","High Accessibility",2,"21205132529"
"High Accessibility","High Accessibility",2,201001,2,"Melbourne",2,2,"High Accessibility","High Accessibility",2,"High Accessibility","High Accessibility",2,"21205132530"
"Very High Accessibility","High Accessibility",2,201001,3,"Melbourne",2,1,"Moderate Accessibility","High Accessibility",2,"High Accessibility","Very High Accessibility",1,"21205132531"
"Very High Accessibility","Very High Accessibility",2,201001,2,"Melbourne",1,1,"High Accessibility","High Accessibility",2,"High Accessibility","Very High Accessibility",1,"21205132532"
"High Accessibility","High Accessibility",4,201001,2,"Melbourne",2,2,"High Accessibility","High Accessibility",2,"Low Accessibility","High Accessibility",2,"21205132533"
"High Accessibility","High Accessibility",3,201001,2,"Melbourne",2,2,"High Accessibility","High Accessibility",2,"Moderate Accessibility","Moderate Accessibility",3,"21205132534"
"High Accessibility","High Accessibility",2,201001,2,"Melbourne",2,2,"High Accessibility","Very High Accessibility",1,"High Accessibility","High Accessibility",2,"21205132535"
"High Accessibility","High Accessibility",3,201001,2,"Melbourne",2,2,"High Accessibility","Very High Accessibility",1,"Moderate Accessibility","High Accessibility",2,"21205132536"
"High Accessibility","High Accessibility",3,201001,1,"Melbourne",2,2,"Very High Accessibility","Very High Accessibility",1,"Moderate Accessibility","High Accessibility",2,"21205132537"
"Very High Accessibility","Very High Accessibility",2,201001,2,"Melbourne",1,1,"High Accessibility","High Accessibility",2,"High Accessibility","Very High Accessibility",1,"21205132538"
"High Accessibility","High Accessibility",1,201001,1,"Melbourne",2,2,"Very High Accessibility","High Accessibility",2,"Very High Accessibility","High Accessibility",2,"21205132539"
"High Accessibility","Moderate Accessibility",2,201001,3,"Melbourne",3,2,"Moderate Accessibility","Moderate Accessibility",3,"High Accessibility","Moderate Accessibility",3,"21205132540"
"High Accessibility","High Accessibility",2,201001,2,"Melbourne",2,2,"High Accessibility","High Accessibility",2,"High Accessibility","Moderate Accessibility",3,"21205132541"
"High Accessibility","High Accessibility",2,201001,3,"Melbourne",2,2,"Moderate Accessibility","Moderate Accessibility",3,"High Accessibility","High Accessibility",2,"21205132542"
"High Accessibility","High Accessibility",2,201001,2,"Melbourne",2,2,"High Accessibility","High Accessibility",2,"High Accessibility","Moderate Accessibility",3,"21205132543"
"High Accessibility","Very High Accessibility",1,201001,1,"Melbourne",1,2,"Very High Accessibility","High Accessibility",2,"Very High Accessibility","Very High Accessibility",1,"21205132601"
"High Accessibility","High Accessibility",2,201001,2,"Melbourne",2,2,"High Accessibility","High Accessibility",2,"High Accessibility","High Accessibility",2,"21205132602"
"High Accessibility","High Accessibility",2,201001,3,"Melbourne",2,2,"Moderate Accessibility","Very High Accessibility",1,"High Accessibility","High Accessibility",2,"21205132603"
"High Accessibility","High Accessibility",3,201001,2,"Melbourne",2,2,"High Accessibility","High Accessibility",2,"Moderate Accessibility","High Accessibility",2,"21205132604"
"High Accessibility","High Accessibility",1,201001,2,"Melbourne",2,2,"High Accessibility","Very High Accessibility",1,"Very High Accessibility","High Accessibility",2,"21205132605"
"High Accessibility","Very High Accessibility",1,201001,2,"Melbourne",1,2,"High Accessibility","Very High Accessibility",1,"Very High Accessibility","High Accessibility",2,"21205132606"
"High Accessibility","High Accessibility",2,201001,2,"Melbourne",2,2,"High Accessibility","Very High Accessibility",1,"High Accessibility","High Accessibility",2,"21205132607"
"High Accessibility","High Accessibility",2,201001,2,"Melbourne",2,2,"High Accessibility","Very High Accessibility",1,"High Accessibility","High Accessibility",2,"21205132608"
"Very High Accessibility","Very High Accessibility",2,201001,2,"Melbourne",1,1,"High Accessibility","Very High Accessibility",1,"High Accessibility","High Accessibility",2,"21205132609"
"High Accessibility","Very High Accessibility",2,201001,1,"Melbourne",1,2,"Very High Accessibility","Very High Accessibility",1,"High Accessibility","Very High Accessibility",1,"21205132610"
"High Accessibility","High Accessibility",3,201001,2,"Melbourne",2,2,"High Accessibility","Very High Accessibility",1,"Moderate Accessibility","High Accessibility",2,"21205132611"
"High Accessibility","Very High Accessibility",2,201001,1,"Melbourne",1,2,"Very High Accessibility","Very High Accessibility",1,"High Accessibility","Very High Accessibility",1,"21205132612"
"Very High Accessibility","Very High Accessibility",1,201001,1,"Melbourne",1,1,"Very High Accessibility","High Accessibility",2,"Very High Accessibility","Very High Accessibility",1,"21205132613"
"High Accessibility","Very High Accessibility",1,201001,1,"Melbourne",1,2,"Very High Accessibility","Very High Accessibility",1,"Very High Accessibility","Very High Accessibility",1,"21205132614"
"High Accessibility","High Accessibility",2,201001,2,"Melbourne",2,2,"High Accessibility","Very High Accessibility",1,"High Accessibility","High Accessibility",2,"21205132615"
"High Accessibility","High Accessibility",2,201001,2,"Melbourne",2,2,"High Accessibility","Very High Accessibility",1,"High Accessibility","High Accessibility",2,"21205132616"
"Very High Accessibility","Very High Accessibility",1,201001,2,"Melbourne",1,1,"High Accessibility","Very High Accessibility",1,"Very High Accessibility","Very High Accessibility",1,"21205132617"
"High Accessibility","High Accessibility",3,201001,2,"Melbourne",2,2,"High Accessibility","Very High Accessibility",1,"Moderate Accessibility","High Accessibility",2,"21205132618"
"Very High Accessibility","Very High Accessibility",2,201001,1,"Melbourne",1,1,"Very High Accessibility","High Accessibility",2,"High Accessibility","High Accessibility",2,"21205132619"
"Very High Accessibility","Very High Accessibility",2,201001,1,"Melbourne",1,1,"Very High Accessibility","Very High Accessibility",1,"High Accessibility","Very High Accessibility",1,"21205132620"
"High Accessibility","Very High Accessibility",1,201001,2,"Melbourne",1,2,"High Accessibility","High Accessibility",2,"Very High Accessibility","High Accessibility",2,"21205132621"
"Very High Accessibility","Very High Accessibility",2,201001,1,"Melbourne",1,1,"Very High Accessibility","High Accessibility",2,"High Accessibility","Very High Accessibility",1,"21205132622"
"High Accessibility","High Accessibility",2,201001,1,"Melbourne",2,2,"Very High Accessibility","Very High Accessibility",1,"High Accessibility","High Accessibility",2,"21205132623"
"High Accessibility","High Accessibility",3,201001,2,"Melbourne",2,2,"High Accessibility","Very High Accessibility",1,"Moderate Accessibility","High Accessibility",2,"21205132624"
"Very High Accessibility","Very High Accessibility",2,201001,1,"Melbourne",1,1,"Very High Accessibility","Very High Accessibility",1,"High Accessibility","Very High Accessibility",1,"21205132625"
"Very High Accessibility","Very High Accessibility",1,201001,2,"Melbourne",1,1,"High Accessibility","Very High Accessibility",1,"Very High Accessibility","Very High Accessibility",1,"21205132626"
"High Accessibility","Very High Accessibility",2,201001,2,"Melbourne",1,2,"High Accessibility","Very High Accessibility",1,"High Accessibility","High Accessibility",2,"21205132627"
"Very High Accessibility","Very High Accessibility",1,201001,1,"Melbourne",1,1,"Very High Accessibility","Very High Accessibility",1,"Very High Accessibility","Very High Accessibility",1,"21205132628"
"High Accessibility","Very High Accessibility",1,201001,1,"Melbourne",1,2,"Very High Accessibility","Very High Accessibility",1,"Very High Accessibility","Very High Accessibility",1,"21205132629"
"Very High Accessibility","High Accessibility",3,201001,2,"Melbourne",2,1,"High Accessibility","High Accessibility",2,"Moderate Accessibility","High Accessibility",2,"21205132630"
"Very High Accessibility","Very High Accessibility",1,201001,1,"Melbourne",1,1,"Very High Accessibility","High Accessibility",2,"Very High Accessibility","Very High Accessibility",1,"21205132631"
"Very High Accessibility","Very High Accessibility",2,201001,1,"Melbourne",1,1,"Very High Accessibility","High Accessibility",2,"High Accessibility","Very High Accessibility",1,"21205132632"
"Very High Accessibility","Very High Accessibility",1,201001,1,"Melbourne",1,1,"Very High Accessibility","High Accessibility",2,"Very High Accessibility","High Accessibility",2,"21205132633"
"High Accessibility","High Accessibility",2,201001,2,"Melbourne",2,2,"High Accessibility","Very High Accessibility",1,"High Accessibility","High Accessibility",2,"21205132634"
"Very High Accessibility","Very High Accessibility",2,201001,2,"Melbourne",1,1,"High Accessibility","High Accessibility",2,"High Accessibility","High Accessibility",2,"21205132635"
"High Accessibility","High Accessibility",1,201001,2,"Melbourne",2,2,"High Accessibility","High Accessibility",2,"Very High Accessibility","High Accessibility",2,"21205132636"
"High Accessibility","Very High Accessibility",1,201001,2,"Melbourne",1,2,"High Accessibility","High Accessibility",2,"Very High Accessibility","High Accessibility",2,"21205132637"
"High Accessibility","Very High Accessibility",1,201001,1,"Melbourne",1,2,"Very High Accessibility","Very High Accessibility",1,"Very High Accessibility","High Accessibility",2,"21205132638"
"High Accessibility","High Accessibility",2,201001,1,"Melbourne",2,2,"Very High Accessibility","High Accessibility",2,"High Accessibility","High Accessibility",2,"21205132639"
"Very High Accessibility","Very High Accessibility",2,201001,2,"Melbourne",1,1,"High Accessibility","Very High Accessibility",1,"High Accessibility","Very High Accessibility",1,"21205132640"
"Very High Accessibility","Very High Accessibility",2,201001,1,"Melbourne",1,1,"Very High Accessibility","Very High Accessibility",1,"High Accessibility","Very High Accessibility",1,"21205132641"
"Very High Accessibility","Very High Accessibility",1,201001,1,"Melbourne",1,1,"Very High Accessibility","High Accessibility",2,"Very High Accessibility","Very High Accessibility",1,"21205132642"
"High Accessibility","High Accessibility",2,201001,2,"Melbourne",2,2,"High Accessibility","High Accessibility",2,"High Accessibility","High Accessibility",2,"21205132643"
"Very High Accessibility","Very High Accessibility",2,201001,1,"Melbourne",1,1,"Very High Accessibility","High Accessibility",2,"High Accessibility","Very High Accessibility",1,"21205132644"
